City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,San Patricio,US,28.017,-97.5169,62.89,87,12,6.91,few clouds
452,Bafq,IR,31.6128,55.4107,80.74,17,100,15.14,overcast clouds
453,Fortuna,US,40.5982,-124.1573,48.65,88,20,5.75,few clouds
454,Cabedelo,BR,-6.9811,-34.8339,77.67,81,99,7.67,overcast clouds
455,Roma,US,43.2128,-75.4557,30.96,76,100,3.44,overcast clouds
456,Lamu,KE,-2.2717,40.902,82.62,67,98,8.23,overcast clouds
457,Paslek,PL,54.0616,19.6593,32.56,67,5,10.6,clear sky
458,Tessalit,ML,20.1986,1.0114,70.72,10,0,17.94,clear sky
459,Ekhabi,RU,53.5102,142.9671,19.67,88,81,4.97,broken clouds
460,Bitung,ID,1.4451,125.1824,90.45,68,52,2.75,broken clouds
461,Zhob,PK,31.3411,69.4481,80.65,21,0,7.25,clear sky
462,Filadelfia,US,39.9523,-75.1638,35.85,65,20,5.75,few clouds
463,Salinopolis,BR,-0.6136,-47.3561,77.95,88,100,7.34,overcast clouds
464,Tamandare,BR,-8.7597,-35.1047,77.76,85,87,4.88,overcast clouds
465,Pohorelice,CZ,48.9812,16.5245,42.17,42,0,13.6,clear sky
466,Warner Robins,US,32.621,-83.5999,39.06,87,0,0.0,clear sky
467,Sabha,LY,27.0377,14.4283,56.7,27,0,15.1,clear sky
468,San Buenaventura,MX,27.0833,-101.5333,53.29,39,20,1.61,few clouds
469,Axim,GH,4.8699,-2.2405,77.85,82,100,2.64,overcast clouds
470,Deputatskiy,RU,69.3,139.9,-7.49,98,100,2.06,overcast clouds
471,Talara,PE,-4.5772,-81.2719,77.2,78,100,8.79,overcast clouds
472,Poum,NC,-20.2333,164.0167,81.63,78,6,11.39,clear sky
473,Tateyama,JP,34.9833,139.8667,64.63,76,6,19.42,clear sky
474,Abeche,TD,13.8292,20.8324,81.14,12,100,17.47,overcast clouds
475,Brigantine,US,39.4101,-74.3646,37.99,70,0,5.75,clear sky
476,Hay River,CA,60.8156,-115.7999,-9.42,64,20,6.91,few clouds
477,Shaunavon,CA,49.6501,-108.4181,29.98,99,78,5.06,broken clouds
478,Talcahuano,CL,-36.7167,-73.1167,57.96,60,47,6.62,scattered clouds
479,Wawa,NG,9.9022,4.4192,81.97,44,98,3.85,overcast clouds
480,Ulaangom,MN,49.9811,92.0667,21.92,91,56,5.55,broken clouds
481,Riyadh,SA,24.6877,46.7219,64.54,22,63,15.82,broken clouds
482,Kudamatsu,JP,34.0,131.8667,66.16,83,99,3.98,overcast clouds
483,Kamina,CD,-8.7386,24.9906,70.09,77,99,1.99,overcast clouds
484,Taoudenni,ML,22.6783,-3.9836,69.76,12,0,2.82,clear sky
485,Banda Aceh,ID,5.5577,95.3222,86.22,67,96,10.16,overcast clouds
486,Parauna,BR,-16.9478,-50.4486,67.55,91,43,1.77,scattered clouds
487,Tucuman,AR,-26.8241,-65.2226,64.4,94,20,6.91,few clouds
488,Murgab,TM,37.4966,61.9714,55.27,76,75,9.22,broken clouds
489,Skjervoy,NO,70.0311,20.9714,35.6,63,100,8.75,overcast clouds
490,Adeje,ES,28.1227,-16.726,61.32,59,20,5.75,few clouds
491,Modra,SK,48.334,17.3071,38.88,44,0,5.75,clear sky
492,Mendoza,AR,-32.8908,-68.8272,63.93,77,0,0.0,clear sky
493,Ambulu,ID,-8.345,113.6058,84.96,78,74,6.93,broken clouds
494,Mackenzie,CA,55.2999,-123.1698,17.82,86,100,2.3,overcast clouds
495,Kamenka,RU,51.3223,42.7678,23.25,94,100,13.53,light snow
496,San Fernando,PH,15.0286,120.6898,93.18,46,98,1.48,light rain
497,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,41,0,11.5,clear sky
498,Dunmore Town,BS,25.5,-76.65,70.48,78,100,23.35,overcast clouds
499,Batemans Bay,AU,-35.7167,150.1833,74.1,81,11,3.71,few clouds
500,Constitucion,CL,-35.3333,-72.4167,59.61,62,25,2.89,scattered clouds
501,Birin,NP,26.8865,88.0718,78.71,21,0,8.32,clear sky
502,Manmad,IN,20.25,74.45,92.03,11,50,7.29,scattered clouds
503,Fort Smith,US,35.3859,-94.3986,50.05,60,0,6.91,clear sky
504,Port Lincoln,AU,-34.7333,135.8667,79.29,42,12,7.38,few clouds
505,Kudahuvadhoo,MV,2.6708,72.8944,83.25,68,100,6.44,overcast clouds
506,Asau,RO,46.4333,26.4,31.28,76,7,0.54,clear sky
507,Bada,RU,51.392,109.8717,18.73,62,100,6.24,overcast clouds
508,Lapithos,CY,35.3375,33.1792,46.69,40,2,11.7,clear sky
509,Acapulco,MX,16.8634,-99.8901,74.84,73,5,3.44,clear sky
510,Karari,IN,25.45,81.4333,97.52,11,0,8.48,clear sky
511,Adrar,MR,20.5022,-10.0711,62.02,31,0,8.95,clear sky
512,Avera,US,33.194,-82.5271,34.38,47,5,4.32,clear sky
513,Kalmunai,LK,7.4167,81.8167,83.48,67,100,10.74,overcast clouds
514,Tagusao,PH,9.1924,117.8141,84.54,73,94,5.86,overcast clouds
515,Rawson,AR,-43.3002,-65.1023,61.38,40,77,7.9,broken clouds
516,Nadym,RU,65.5333,72.5167,10.35,89,79,9.71,broken clouds
517,Sukpak,RU,51.6667,94.6333,24.76,76,98,8.01,overcast clouds
518,Le Moule,GP,16.3332,-61.3473,75.24,100,32,5.01,scattered clouds
519,Fallon,US,39.4735,-118.7774,42.93,49,0,5.75,clear sky
520,Gornyak,RU,50.9942,81.4661,18.46,85,100,5.55,overcast clouds
521,Kidal,ML,18.4411,1.4078,72.07,10,0,16.64,clear sky
522,Qaqortoq,GL,60.7167,-46.0333,22.26,98,100,4.65,light snow
523,Apricena,IT,41.7839,15.4437,31.82,70,0,4.16,clear sky
524,Athabasca,CA,54.7169,-113.2854,7.21,96,100,5.28,overcast clouds
525,Aswan,EG,24.0934,32.907,56.5,41,0,12.66,clear sky
526,Puerto El Triunfo,SV,13.2833,-88.55,79.34,58,94,4.29,overcast clouds
527,Strzelin,PL,50.7816,17.0648,40.57,43,0,6.13,clear sky
528,Manaure,CO,11.7751,-72.4445,77.16,73,100,13.18,overcast clouds
529,Buchanan,LR,5.8808,-10.0467,76.48,92,96,5.37,light rain
530,Tatarsk,RU,55.219,75.9828,9.14,83,16,11.39,few clouds
531,Kommunisticheskiy,RU,61.6789,64.4819,16.9,77,95,6.85,overcast clouds
532,Meadow Lake,US,34.8014,-106.5436,51.28,19,6,12.97,clear sky
533,Elat,IL,29.5581,34.9482,51.64,54,0,13.8,clear sky
534,Kungurtug,RU,50.5994,97.5228,29.98,74,100,9.46,light snow
535,Barroso,BR,-21.1869,-43.9758,63.93,95,96,3.69,overcast clouds
536,Lavrentiya,RU,65.5833,-171.0,-3.39,80,3,5.32,clear sky
537,Ta Khmau,KH,11.4833,104.95,93.25,55,40,10.36,scattered clouds
538,Alofi,NU,-19.0595,-169.9187,80.49,83,40,3.44,scattered clouds
539,Uhlove,UA,44.8215,33.6045,37.02,44,0,10.6,clear sky
540,Belen,TR,36.4891,36.2233,28.54,100,20,2.3,mist
541,Sung Noen,TH,14.8992,101.8207,102.65,80,97,3.6,overcast clouds
542,Mnogovershinnyy,RU,53.9353,139.9242,19.4,88,100,1.28,overcast clouds
543,Muisne,EC,0.6,-80.0333,75.74,91,100,1.41,overcast clouds
544,Tzaneen,ZA,-23.8332,30.1635,85.3,37,16,1.9,few clouds
545,Gobabis,NA,-22.45,18.9667,64.45,82,100,12.28,light rain
546,Henties Bay,NA,-22.116,14.2845,63.46,81,100,4.43,overcast clouds
547,Tres Arroyos,AR,-38.3739,-60.2798,58.82,63,10,9.71,clear sky
548,Sudzha,RU,51.1976,35.2726,28.24,90,85,11.77,light snow
549,Valuyki,RU,50.2035,38.1067,23.94,91,84,11.01,broken clouds
550,Montague,US,42.5356,-72.5351,28.47,70,35,3.13,scattered clouds
551,Pahrump,US,36.2083,-115.9839,55.26,19,6,6.91,clear sky
552,Altamont,US,42.2068,-121.7372,37.78,75,75,0.0,broken clouds
553,Risch,CH,47.1405,8.441,43.48,91,20,2.3,few clouds
554,Kupino,RU,54.3663,77.2981,8.28,82,58,12.08,broken clouds
555,Makat,KZ,47.6469,53.3463,25.43,65,98,10.45,overcast clouds
556,Lubango,AO,-14.9172,13.4925,61.12,61,96,2.44,overcast clouds
557,Tommot,RU,58.9564,126.2925,14.86,68,100,2.28,overcast clouds
558,Hami,CN,42.8,93.45,62.78,24,88,5.73,overcast clouds
559,Minot,US,48.2325,-101.2963,21.42,73,100,0.0,overcast clouds
560,Rocha,UY,-34.4833,-54.3333,53.44,92,0,4.07,clear sky
561,Tabas,IR,33.5959,56.9244,78.04,26,93,8.05,overcast clouds
562,Umm Lajj,SA,25.0213,37.2685,69.96,53,0,16.51,clear sky
563,San Clemente,US,33.427,-117.612,57.11,88,3,7.0,clear sky
564,Baykit,RU,61.67,96.37,7.59,80,99,2.71,overcast clouds
565,Amarillo,US,35.222,-101.8313,49.08,22,0,20.71,clear sky
566,Cuxhaven,DE,53.8718,8.6909,41.2,42,75,6.91,broken clouds
567,Tulle,FR,45.3333,1.8333,33.55,89,98,4.29,overcast clouds
568,Barcelos,PT,41.5388,-8.6151,49.84,89,100,6.87,overcast clouds
569,Marshall,US,34.3834,-86.3333,44.35,58,0,4.61,clear sky
570,Lagos,NG,6.5833,3.75,75.52,86,68,2.84,light rain
571,Srandakan,ID,-7.9386,110.2506,85.57,72,60,9.91,broken clouds
572,Almaznyy,RU,48.0448,40.045,25.25,57,83,7.9,broken clouds
573,Gazli,UZ,40.1333,63.45,51.76,46,100,16.87,overcast clouds
574,Praia Da Vitoria,PT,38.7333,-27.0667,53.85,82,40,7.49,scattered clouds
575,Staryy Nadym,RU,65.6118,72.6842,10.65,89,87,9.6,overcast clouds
576,Watrous,CA,51.6668,-105.4679,15.58,86,100,10.36,overcast clouds
577,Zemio,CF,5.0314,25.1361,82.54,57,100,2.44,overcast clouds
578,Vestmanna,FO,62.1564,-7.1664,41.92,93,75,8.05,broken clouds
579,Wakkanai,JP,45.4094,141.6739,30.18,86,75,13.8,broken clouds
580,Sangar,RU,63.9242,127.4739,-0.54,90,100,6.69,overcast clouds
581,Defiance,US,41.3334,-84.45,37.42,75,0,3.44,clear sky
582,Quchan,IR,37.106,58.5095,55.44,58,0,5.01,clear sky
583,Qixingtai,CN,30.4135,111.8874,79.86,47,100,14.94,overcast clouds
584,Port Blair,IN,11.6667,92.75,89.64,51,40,6.91,haze
585,Scarborough,GB,54.2797,-0.4044,40.64,87,100,1.99,overcast clouds
586,Port Macquarie,AU,-31.4333,152.9167,75.88,65,7,11.61,clear sky
587,Myitkyina,MM,25.3833,97.4,104.25,13,100,1.41,overcast clouds
588,Lanxi,CN,29.2195,119.477,84.06,50,90,2.01,overcast clouds
589,Houma,US,29.5958,-90.7195,51.01,87,93,1.99,overcast clouds
590,Lazaro Cardenas,MX,17.9583,-102.2,70.68,85,0,3.44,clear sky
591,Charyshskoye,RU,51.3978,83.5598,23.49,91,100,5.21,light snow
592,Qitaihe,CN,45.8,130.85,28.74,95,100,8.99,light snow
593,Waingapu,ID,-9.6567,120.2641,86.23,71,66,7.45,light rain
594,Cozumel,MX,20.5083,-86.9458,73.98,73,67,9.73,broken clouds
595,Jatai,BR,-17.8814,-51.7144,68.43,92,100,0.07,overcast clouds
596,Balagansk,RU,54.0103,103.0544,11.44,68,35,6.15,scattered clouds
597,Celestun,MX,20.8667,-90.4,69.71,74,0,12.44,clear sky
598,Shingu,JP,33.7333,135.9833,68.97,66,40,2.8,scattered clouds
599,Amahai,ID,-3.3333,128.9167,81.32,81,100,2.35,moderate rain
600,Buin,CL,-33.7333,-70.75,71.87,61,0,1.95,clear sky
601,Mokobeng,BW,-22.9965,27.6678,82.85,38,14,10.49,few clouds
602,Buta,CD,2.7858,24.73,77.58,77,83,3.15,broken clouds
603,Beian,NO,63.6559,9.5683,41.09,48,0,12.66,clear sky
604,Hervey Bay,AU,-25.2986,152.8535,78.03,65,10,8.99,clear sky
605,Melfort,CA,52.8667,-104.6177,12.33,85,100,9.22,overcast clouds
606,Melbu,NO,68.5044,14.8297,40.78,65,0,4.61,clear sky
607,Faya,SA,18.3851,42.4509,68.11,50,1,4.56,clear sky
608,Villiers,ZA,-27.0303,28.6006,72.48,46,67,9.24,broken clouds
609,Rumoi,JP,43.9344,141.6428,38.03,85,71,3.85,broken clouds
610,Havoysund,NO,70.9963,24.6622,35.83,75,100,11.92,overcast clouds
611,Hobyo,SO,5.3505,48.5268,83.79,55,63,19.69,broken clouds
612,Sola,VU,-13.8833,167.55,84.87,79,40,3.44,scattered clouds
613,Mansfield,GB,53.1333,-1.2,40.39,94,5,6.44,clear sky
614,Inongo,CD,-1.95,18.2667,74.52,89,100,6.49,overcast clouds
615,Shiloh,US,38.5614,-89.8973,50.13,59,0,9.22,clear sky
616,Campoverde,PE,-8.4753,-74.8058,69.8,100,99,1.9,overcast clouds
617,Kyzyl-Suu,KG,42.3414,78.0056,44.8,86,77,4.45,broken clouds
618,Ouahigouya,BF,13.5828,-2.4216,78.21,20,86,7.9,overcast clouds
619,Tahara,JP,34.6667,137.2667,77.02,57,0,5.73,clear sky
620,Ust-Nera,RU,64.5667,143.2,9.9,93,100,2.33,overcast clouds
621,Gunjur,GM,13.2019,-16.7339,67.78,71,3,9.15,clear sky
622,Arona,ES,28.0996,-16.681,58.12,60,20,5.75,few clouds
623,Romny,UA,50.751,33.4747,29.19,82,21,8.59,few clouds
624,Honiara,SB,-9.4333,159.95,81.84,83,100,2.62,overcast clouds
625,Uthal,PK,25.8072,66.6219,91.38,25,0,5.64,clear sky
626,Sarkand,KZ,45.41,79.9186,45.88,78,100,4.72,light rain
627,Nsoko,SZ,-27.0333,31.95,72.99,83,96,1.88,overcast clouds
628,Lagdo,CM,9.05,13.7333,84.51,16,35,1.41,scattered clouds
629,Washim,IN,20.1,77.15,93.18,11,5,9.46,clear sky
630,Nipawin,CA,53.3668,-104.0009,10.44,67,100,12.66,overcast clouds
631,Ilhabela,BR,-23.7781,-45.3581,75.38,91,80,3.74,broken clouds
632,Marawi,PH,7.9986,124.2928,75.83,90,100,3.69,moderate rain
633,Khandbari,NP,27.3747,87.2039,87.75,18,0,6.87,clear sky
634,Ushtobe,KZ,45.2514,77.9838,48.88,59,100,9.78,moderate rain
635,Tarkwa,GH,5.3064,-1.9847,74.17,89,100,0.67,overcast clouds
636,Port Augusta,AU,-32.5,137.7667,93.29,19,60,17.38,broken clouds
637,Luganville,VU,-15.5333,167.1667,81.81,81,21,6.67,few clouds
638,Grootfontein,NA,-19.5667,18.1167,63.75,90,99,3.18,light rain
639,Soyo,AO,-6.1349,12.3689,80.49,78,100,4.56,overcast clouds
640,Bugene,TZ,-1.5911,31.1403,68.07,76,85,0.27,light rain
641,Mama,RU,58.3106,112.8986,9.84,68,100,4.45,overcast clouds
642,Lyaskelya,RU,61.7667,31.0167,33.49,100,100,1.21,overcast clouds
643,Ventspils,LV,57.3894,21.5606,28.33,100,27,0.0,scattered clouds
644,Povenets,RU,62.8487,34.8262,18.12,96,76,0.54,broken clouds
645,Beihai,CN,21.4833,109.1,75.61,75,0,7.14,clear sky
646,Ibra,OM,22.6906,58.5334,89.92,16,43,2.15,scattered clouds
647,Tourlaville,FR,49.6383,-1.5664,44.02,100,75,6.91,broken clouds
648,Koumac,NC,-20.5667,164.2833,81.5,77,40,0.81,scattered clouds
649,Bonga,ET,7.2833,36.2333,74.93,56,93,1.81,light rain
650,Viedma,AR,-40.8135,-62.9967,63.95,57,98,1.61,overcast clouds
651,New Port Richey,US,28.2442,-82.7193,55.42,84,99,5.01,overcast clouds
652,Saint-Honore,CA,48.5334,-71.0824,8.58,87,100,3.44,light snow
653,Biak,ID,-0.9131,122.8766,83.19,74,60,2.19,broken clouds
654,Putina,PE,-15.4667,-69.4333,45.14,76,100,5.19,overcast clouds
655,San Quintin,MX,30.4833,-115.95,56.55,86,0,12.75,clear sky
656,Strezhevoy,RU,60.7333,77.5889,10.83,88,92,3.0,overcast clouds
657,Chillicothe,US,39.3331,-82.9824,38.98,72,0,5.75,clear sky
658,Suraabad,AZ,40.8192,49.4687,38.26,73,100,16.84,overcast clouds
659,Bukachacha,RU,52.9833,116.9167,20.35,61,100,6.67,overcast clouds
660,Poopo,BO,-18.3667,-66.9667,45.25,74,100,4.65,overcast clouds
661,Gornopravdinsk,RU,60.05,69.9,17.94,82,100,5.99,overcast clouds
662,Bairiki,KI,1.3292,172.9752,82.4,69,20,9.22,few clouds
663,Don Sak,TH,9.3168,99.6918,92.95,66,100,14.47,overcast clouds
664,Saint Anthony,US,45.0205,-93.218,35.53,74,100,3.44,overcast clouds
665,Belaya Gora,RU,68.5333,146.4167,0.28,92,100,5.21,overcast clouds
666,Suntar,RU,62.1444,117.6319,6.12,78,100,6.51,overcast clouds
667,Kingisepp,RU,59.3733,28.6134,28.6,94,94,2.19,overcast clouds
668,Emerald,AU,-23.5333,148.1667,91.54,27,40,14.97,scattered clouds
669,Joensuu,FI,62.6012,29.7632,21.69,100,100,5.75,fog
670,Haimen,CN,23.1935,116.6142,87.69,61,0,9.53,clear sky
671,Moron,AR,-34.6534,-58.6198,67.75,84,0,4.43,clear sky
672,Mayumba,GA,-3.432,10.6554,79.56,84,81,4.97,light rain
673,Nantucket,US,41.2835,-70.0995,35.71,59,0,23.02,clear sky
674,Naarden,NL,52.2833,5.15,48.94,85,100,7.49,overcast clouds
675,Sosva,RU,59.1766,61.8558,16.79,82,100,7.34,overcast clouds
676,Wajir,KE,1.7471,40.0573,80.56,65,40,12.66,scattered clouds
677,Victor Harbor,AU,-35.5667,138.6167,72.0,65,7,7.14,clear sky
678,Prado,BR,-17.3411,-39.2208,75.94,89,100,3.11,overcast clouds
679,Maceio,BR,-9.6658,-35.7353,76.44,88,20,2.3,few clouds
680,San Policarpo,PH,12.1791,125.5072,83.17,75,46,6.49,moderate rain
681,Cap Malheureux,MU,-19.9842,57.6142,85.46,76,100,11.01,overcast clouds
